Token,Frequency,node_id,component_id,in_giant_component
cada,2477,140,0,True
padre,2454,141,0,True
demasiado,2452,142,5,False
tarde,2429,143,0,True
han,2417,144,0,True
también,2313,145,0,True
quieres,2292,146,0,True
les,2291,147,0,True
hecho,2266,148,0,True
desde,2255,149,0,True
hizo,2247,150,0,True
decir,2228,151,0,True
después,2218,152,0,True
días,2213,153,0,True
alguien,2186,154,0,True
agua,2169,155,0,True
todas,2165,156,0,True
ayer,2161,157,6,False
cosas,2160,158,0,True
menos,2146,159,0,True
tienen,2136,160,0,True
nosotros,2136,161,0,True
madre,2114,162,0,True
entre,2109,163,0,True
comer,2087,164,0,True
francés,2063,165,0,True
nuevo,2060,166,0,True
muchos,2041,167,0,True
haber,2032,168,0,True
coche,2013,169,0,True
personas,1992,170,0,True
hora,1991,171,0,True
inglés,1978,172,0,True
tus,1978,173,0,True
otra,1956,174,0,True
tanto,1955,175,0,True
tenemos,1925,176,0,True
sí,1905,177,0,True
quería,1887,178,0,True
perro,1875,179,0,True
ti,1849,180,0,True
veces,1834,181,0,True
año,1814,182,0,True
ciudad,1797,183,7,False
niños,1796,184,0,True
toda,1779,185,0,True
durante,1770,186,0,True
gran,1769,187,0,True
vas,1757,188,0,True
sólo,1753,189,0,True
otro,1748,190,0,True
cuál,1736,191,0,True
nuestro,1727,192,0,True
tener,1713,193,0,True
os,1706,194,0,True
estado,1690,195,8,False
semana,1688,196,9,False
pasado,1686,197,0,True
mujer,1680,198,0,True
país,1675,199,0,True
problema,1670,200,0,True
buen,1665,201,0,True
cuándo,1659,202,0,True
amigos,1652,203,0,True
muchas,1649,204,0,True
mal,1639,205,0,True
nuestra,1635,206,0,True
estamos,1630,207,0,True
aún,1625,208,0,True
buena,1611,209,0,True
debería,1607,210,0,True
dice,1604,211,0,True
amigo,1597,212,0,True
escuela,1588,213,0,True
tomás,1579,214,0,True
gustaría,1573,215,0,True
sea,1565,216,0,True
persona,1559,217,0,True
alguna,1556,218,0,True
casi,1548,219,0,True
sabes,1541,220,0,True
lugar,1539,221,0,True
niño,1539,222,0,True
fuera,1532,223,0,True
podría,1519,224,0,True
hacerlo,1506,225,0,True
allí,1501,226,0,True
nombre,1491,227,0,True
puerta,1483,228,0,True
visto,1470,229,0,True
momento,1464,230,0,True
donde,1452,231,0,True
habla,1450,232,0,True
vamos,1449,233,0,True
difícil,1449,234,0,True
cuenta,1440,235,0,True
bueno,1439,236,0,True
habitación,1434,237,0,True
necesito,1432,238,0,True
pronto,1431,239,0,True
cuánto,1416,240,0,True
dio,1413,241,0,True
hermano,1411,242,10,False
saber,1406,243,0,True
parte,1379,244,0,True
estos,1378,245,0,True
boston,1366,246,11,False
dios,1363,247,0,True
ustedes,1361,248,0,True
seguro,1347,249,0,True
comida,1337,250,0,True
pueden,1333,251,0,True
ahí,1323,252,0,True
sido,1306,253,0,True
sabía,1295,254,0,True
feliz,1293,255,0,True
grande,1285,256,0,True
vino,1282,257,12,False
deberías,1276,258,0,True
mientras,1273,259,0,True
café,1266,260,13,False
da,1265,261,0,True
libros,1252,262,0,True
comprar,1245,263,0,True
debe,1231,264,0,True
palabras,1229,265,0,True
quien,1224,266,0,True
hijo,1221,267,0,True
amor,1214,268,0,True
será,1206,269,0,True
idea,1204,270,14,False
unos,1198,271,0,True
estas,1193,272,0,True
leer,1192,273,0,True
dicho,1191,274,0,True
cinco,1188,275,15,False
miedo,1188,276,16,False
aprender,1184,277,0,True
padres,1173,278,0,True
conmigo,1172,279,0,True
gato,1165,280,17,False
clase,1164,281,0,True
nueva,1161,282,0,True
cosa,1161,283,0,True
realmente,1160,284,0,True
ojos,1153,285,0,True
diez,1152,286,0,True
gustan,1144,287,0,True
horas,1144,288,18,False
mano,1144,289,0,True
salir,1141,290,0,True
historia,1141,291,0,True
algunos,1139,292,0,True
ayuda,1131,293,0,True
contra,1129,294,0,True
vive,1129,295,0,True
hermana,1125,296,0,True
gracias,1120,297,0,True
entonces,1118,298,0,True
vi,1116,299,0,True
fácil,1114,300,0,True
siento,1113,301,0,True
fiesta,1110,302,0,True
haciendo,1108,303,0,True
familia,1107,304,0,True
rápido,1105,305,0,True
podemos,1102,306,0,True
mayor,1092,307,19,False
vivir,1088,308,0,True
viene,1087,309,0,True
tren,1087,310,20,False
contigo,1086,311,0,True
música,1079,312,0,True
primera,1075,313,0,True
problemas,1067,314,0,True
llegar,1066,315,0,True
importante,1062,316,0,True
forma,1062,317,0,True
carta,1051,318,0,True
fueron,1051,319,0,True
tal,1050,320,0,True
profesor,1044,321,0,True
tipo,1043,322,0,True
van,1041,323,0,True
mucha,1041,324,0,True
camino,1037,325,0,True
ningún,1037,326,0,True
hemos,1023,327,0,True
tierra,1023,328,0,True
joven,1019,329,0,True
estaban,1016,330,0,True
palabra,1012,331,0,True
trabajar,1002,332,0,True
pasó,997,333,0,True
bastante,995,334,0,True
espero,994,335,0,True
lengua,993,336,0,True
hijos,991,337,0,True
sino,990,338,0,True
poder,989,339,0,True
cabeza,988,340,0,True
tomar,987,341,0,True
cama,984,342,21,False
razón,981,343,0,True
sol,977,344,22,False
falta,976,345,0,True
menudo,969,346,0,True
cerca,969,347,0,True
fin,964,348,0,True
ellas,959,349,0,True
somos,958,350,0,True
fui,951,351,0,True
dar,949,352,0,True
dormir,945,353,0,True
cualquier,944,354,0,True
acuerdo,940,355,0,True
idioma,935,356,0,True
lado,931,357,0,True
japón,931,358,23,False
otros,931,359,0,True
algún,930,360,0,True
corazón,929,361,24,False
podía,928,362,0,True
crees,927,363,0,True
deja,924,364,0,True
venir,922,365,0,True
hacia,921,366,0,True
pasar,919,367,0,True
teléfono,915,368,0,True
algunas,912,369,0,True
policía,909,370,0,True
cuatro,904,371,0,True
ve,901,372,0,True
lleva,901,373,0,True
mesa,900,374,0,True
queda,892,375,0,True
jugar,883,376,0,True
frío,883,377,25,False
necesita,882,378,0,True
encontrar,880,379,0,True
hombres,879,380,0,True
pueblo,877,381,0,True
cuanto,876,382,0,True
ninguna,875,383,0,True
escribir,874,384,0,True
muerte,872,385,0,True
guerra,871,386,26,False
puso,867,387,0,True
película,867,388,0,True
accidente,865,389,27,False
tuvo,861,390,0,True
punto,860,391,0,True
veo,859,392,0,True
pensé,858,393,0,True
río,856,394,28,False
debes,855,395,0,True
número,851,396,0,True
aquel,851,397,0,True
volver,845,398,0,True
estudiar,837,399,0,True
john,834,400,0,True
misma,833,401,0,True
manera,833,402,0,True
e,833,403,0,True
luz,832,404,0,True
dejar,832,405,0,True
bajo,831,406,0,True
ido,831,407,0,True
pregunta,828,408,0,True
temprano,826,409,0,True
dejó,822,410,0,True
sería,817,411,0,True
auto,817,412,0,True
fuerte,813,413,0,True
cara,810,414,0,True
posible,806,415,0,True
único,805,416,0,True
dije,803,417,0,True
final,801,418,0,True
aunque,796,419,0,True
llegó,795,420,0,True
manos,795,421,29,False
sueño,793,422,0,True
calle,793,423,0,True
murió,792,424,0,True
leche,785,425,0,True
mes,784,426,0,True
pelo,784,427,0,True
realidad,781,428,0,True
llama,780,429,0,True
minutos,779,430,0,True
pasa,778,431,0,True
alto,772,432,0,True
verano,768,433,0,True
eran,766,434,0,True
juego,754,435,0,True
pan,748,436,0,True
cuántos,744,437,0,True
importa,744,438,0,True
estación,742,439,30,False
pequeño,741,440,0,True
mujeres,741,441,0,True
quedó,738,442,0,True
última,737,443,0,True
conozco,733,444,0,True
cierto,733,445,0,True
cuidado,732,446,0,True
unas,732,447,0,True
primer,731,448,0,True
vivo,731,449,0,True
haya,729,450,0,True
edad,727,451,31,False
hice,724,452,0,True
hubiera,716,453,0,True
examen,716,454,32,False
medio,715,455,0,True
estados,714,456,8,False
médico,713,457,0,True
ropa,710,458,0,True
chica,710,459,0,True
nuestros,706,460,0,True
anoche,705,461,0,True
hija,702,462,0,True
ayudar,702,463,0,True
vio,701,464,0,True
habéis,701,465,0,True
quieren,701,466,0,True
caso,699,467,33,False
esposa,699,468,34,False
suficiente,698,469,0,True
juntos,696,470,0,True
hablando,692,471,0,True
esperar,688,472,0,True
viejo,688,473,0,True
televisión,687,474,35,False
estuvo,687,475,0,True
ventana,684,476,36,False
error,683,477,37,False
unidos,677,478,0,True
pensar,675,479,0,True
pienso,672,480,0,True
situación,672,481,0,True
español,670,482,38,False
pudo,669,483,0,True
usar,667,484,0,True
nadar,662,485,0,True
seis,659,486,0,True
mar,659,487,0,True
acerca,656,488,0,True
españa,655,489,0,True
media,654,490,39,False
frase,654,491,0,True
sola,652,492,0,True
largo,652,493,0,True
encanta,650,494,0,True
cuarto,650,495,0,True
tatoeba,647,496,40,False
primero,645,497,0,True
calor,645,498,0,True
tienda,644,499,0,True
jamás,643,500,2,False
salió,642,501,0,True
iba,641,502,0,True
esperando,640,503,0,True
tuve,639,504,0,True
viaje,638,505,0,True
carne,638,506,41,False
reloj,637,507,42,False
cielo,635,508,0,True
ganas,635,509,0,True
esos,633,510,0,True
vosotros,632,511,0,True
plan,630,512,0,True
lejos,630,513,0,True
sami,628,514,0,True
mío,627,515,0,True
perder,626,516,0,True
perdido,626,517,0,True
vaya,626,518,0,True
dolor,623,519,0,True
animales,622,520,0,True
dentro,622,521,0,True
dicen,622,522,0,True
jardín,622,523,43,False
zapatos,620,524,0,True
suerte,620,525,0,True
árbol,619,526,44,False
frases,619,527,0,True
debo,619,528,0,True
parecía,618,529,0,True
mayoría,613,530,45,False
respuesta,610,531,0,True
grandes,609,532,0,True
compró,609,533,0,True
cansado,608,534,0,True
libre,608,535,0,True
flores,608,536,0,True
pidió,605,537,0,True
ocupado,604,538,0,True
cree,603,539,0,True
buscando,603,540,0,True
podrías,599,541,0,True
lunes,599,542,46,False
tras,598,543,0,True
allá,597,544,0,True
té,596,545,47,False
autobús,594,546,48,False
suelo,594,547,0,True
esas,593,548,0,True
interesante,589,549,0,True
pueda,589,550,0,True
capaz,588,551,0,True
estudiantes,582,552,0,True
encontré,582,553,0,True
incluso,581,554,0,True
mamá,580,555,0,True
atención,580,556,0,True
niña,580,557,0,True
sigue,580,558,0,True
chico,579,559,0,True
esté,578,560,0,True
demás,577,561,0,True
caja,576,562,0,True
vacaciones,576,563,49,False
yanni,575,564,50,False
salud,575,565,51,False
oficina,574,566,52,False
cocina,572,567,53,False
idiomas,572,568,0,True
meses,570,569,54,False
puesto,567,570,0,True
vale,564,571,0,True
oído,562,572,0,True
canción,562,573,0,True
voz,560,574,0,True
pie,560,575,0,True
trabaja,559,576,0,True
sentido,559,577,0,True
aire,558,578,0,True
pesar,558,579,0,True
vos,557,580,0,True
esperanto,557,581,55,False
perdió,556,582,0,True
enfermo,556,583,56,False
creer,553,584,0,True
preguntó,552,585,0,True
opinión,551,586,57,False
haga,551,587,0,True
nieve,546,588,0,True
vista,545,589,0,True
empezó,544,590,0,True
señor,543,591,0,True
compré,543,592,0,True
piensa,542,593,0,True
volvió,542,594,0,True
igual,540,595,0,True
siete,539,596,0,True
bicicleta,539,597,58,False
entender,539,598,0,True
color,538,599,59,False
apenas,538,600,0,True
mala,538,601,0,True
cambiar,538,602,0,True
quisiera,537,603,0,True
éxito,536,604,0,True
tomasa,536,605,0,True
parque,536,606,60,False
mira,535,607,0,True
novia,535,608,0,True
hambre,535,609,0,True
lluvia,534,610,0,True
espera,533,611,0,True
entiendo,533,612,0,True
entrar,532,613,0,True
luego,532,614,0,True
diccionario,532,615,61,False
australia,531,616,62,False
reunión,531,617,0,True
llevar,528,618,0,True
ven,528,619,0,True
odio,528,620,0,True
pequeña,526,621,0,True
preguntas,525,622,0,True
colegio,525,623,0,True
estáis,524,624,0,True
blanco,523,625,0,True
equipo,522,626,63,False
saben,522,627,0,True
claro,522,628,0,True
habría,521,629,0,True
hacen,520,630,0,True
dan,520,631,0,True
necesitas,519,632,0,True
beber,518,633,0,True
cuántas,517,634,0,True
come,517,635,0,True
par,516,636,0,True
siquiera,516,637,0,True
duro,516,638,0,True
china,515,639,64,False
rico,515,640,0,True
debemos,514,641,0,True
mil,513,642,0,True
conoce,513,643,0,True
errores,511,644,65,False
hotel,510,645,66,False
paz,510,646,0,True
tío,510,647,0,True
di,509,648,0,True
perros,508,649,0,True
pena,507,650,0,True
cumpleaños,507,651,67,False
japonés,505,652,23,False
tomó,504,653,0,True
ojalá,501,654,0,True
avión,501,655,68,False
fuego,500,656,0,True
fumar,500,657,69,False
papel,500,658,0,True
extranjero,499,659,0,True
partido,499,660,0,True
alrededor,497,661,0,True
tenido,497,662,0,True
alemán,495,663,70,False
bebé,495,664,0,True
boca,493,665,0,True
seguir,493,666,0,True
dado,491,667,0,True
cayó,491,668,0,True
aquella,490,669,0,True
muerto,489,670,0,True
países,488,671,0,True
significa,487,672,0,True
asunto,487,673,0,True
buenos,486,674,0,True
cerveza,485,675,71,False
acaba,485,676,0,True
último,485,677,0,True
deberíamos,483,678,0,True
necesitamos,483,679,0,True
frente,482,680,0,True
malo,482,681,0,True
abuela,481,682,72,False
terminar,480,683,0,True
según,479,684,0,True
ello,478,685,0,True
llave,477,686,73,False
cuerpo,477,687,0,True
tocar,475,688,0,True
sitio,474,689,0,True
vestido,473,690,0,True
futuro,473,691,0,True
derecho,473,692,0,True
peor,473,693,0,True
tenis,470,694,74,False
fútbol,470,695,0,True
huevos,469,696,75,False
oportunidad,469,697,76,False
varias,468,698,0,True
papá,467,699,0,True
propia,467,700,0,True
campo,466,701,0,True
otras,466,702,0,True
pude,464,703,0,True
siendo,464,704,0,True
varios,463,705,0,True
dólares,463,706,0,True
hospital,462,707,77,False
hagas,461,708,0,True
cuesta,461,709,0,True
gobierno,461,710,78,False
lista,460,711,0,True
conducir,457,712,0,True
ruido,457,713,79,False
amo,457,714,0,True
pregunto,456,715,0,True
gatos,456,716,17,False
hablo,456,717,0,True
caballo,455,718,80,False
estudiante,454,719,0,True
secreto,453,720,0,True
navidad,452,721,0,True
foto,452,722,0,True
queremos,452,723,0,True
buenas,451,724,0,True
culpa,451,725,81,False
presidente,450,726,82,False
rey,450,727,0,True
recuerdo,450,728,0,True
pagar,450,729,0,True
prefiero,449,730,0,True
única,449,731,0,True
alta,449,732,0,True
lleno,448,733,0,True
invierno,446,734,25,False
baño,445,735,83,False
llegado,444,736,0,True
extraño,443,737,0,True
encontró,443,738,0,True
escuchar,442,739,0,True
viento,441,740,84,False
morir,441,741,0,True
vuelta,441,742,0,True
ganar,440,743,0,True
estabas,440,744,0,True
regalo,440,745,0,True
poner,439,746,0,True
oír,439,747,0,True
listo,438,748,0,True
habrá,438,749,0,True
causa,438,750,0,True
solía,437,751,0,True
tarea,437,752,0,True
acabo,435,753,0,True
playa,433,754,0,True
verte,433,755,0,True
completamente,433,756,0,True
pobre,432,757,85,False
triste,430,758,0,True
sangre,429,759,86,False
llamar,426,760,0,True
universidad,426,761,0,True
paso,426,762,0,True
necesario,425,763,0,True
venga,425,764,0,True
doctor,425,765,0,True
azul,425,766,87,False
restaurante,425,767,88,False
negro,425,768,89,False
cena,424,769,0,True
ves,424,770,0,True
trata,423,771,0,True
quieras,422,772,0,True
acaso,422,773,0,True
biblioteca,422,774,90,False
llorar,421,775,0,True
hacía,421,776,0,True
viven,421,777,0,True
justo,420,778,0,True
venido,420,779,0,True
tokio,419,780,0,True
banco,419,781,91,False
imposible,418,782,0,True
ocho,416,783,0,True
haces,415,784,0,True
amiga,414,785,0,True
barco,414,786,92,False
luna,413,787,93,False
esperaba,413,788,0,True
nuestras,412,789,0,True
modo,412,790,0,True
edificio,412,791,94,False
hago,412,792,0,True
rato,410,793,0,True
hubo,410,794,0,True
toma,409,795,0,True
comido,408,796,0,True
francia,407,797,0,True
clases,407,798,0,True
dejado,407,799,0,True
europa,406,800,0,True
treinta,405,801,95,False
estará,405,802,0,True
encima,404,803,0,True
próximo,402,804,0,True
hermosa,401,805,0,True
rojo,401,806,96,False
terminado,400,807,0,True
escrito,400,808,0,True
existe,400,809,0,True
trabajando,399,810,0,True
cámara,399,811,0,True
juan,399,812,0,True
detrás,399,813,0,True
cantar,399,814,0,True
empezar,399,815,0,True
sale,398,816,0,True
lenguas,397,817,0,True
proyecto,396,818,97,False
loco,393,819,98,False
montaña,393,820,99,False
pensaba,393,821,0,True
diferencia,392,822,0,True
haré,391,823,0,True
seas,391,824,0,True
escribió,388,825,0,True
pues,388,826,0,True
jugando,387,827,0,True
llevaba,386,828,0,True
cambio,386,829,0,True
hiciste,385,830,0,True
tenga,385,831,0,True
compañía,385,832,0,True
cine,385,833,0,True
dientes,384,834,100,False
sal,384,835,101,False
manzana,383,836,102,False
noticia,383,837,0,True
abuelo,382,838,0,True
ambos,382,839,0,True
consejo,382,840,0,True
domingo,382,841,103,False
viajar,381,842,0,True
ajedrez,381,843,104,False
debido,381,844,0,True
dame,381,845,0,True
parís,380,846,0,True
bosque,379,847,44,False
semanas,379,848,9,False
información,377,849,0,True
cenar,377,850,0,True
piensas,377,851,0,True
ley,376,852,0,True
marido,376,853,34,False
digas,375,854,0,True
rompió,375,855,0,True
serio,375,856,0,True
sombrero,375,857,0,True
finalmente,374,858,0,True
nació,374,859,0,True
diferentes,374,860,0,True
comenzó,373,861,0,True
iglesia,373,862,0,True
comió,373,863,0,True
novela,372,864,0,True
dijeron,372,865,0,True
llevo,372,866,0,True
simplemente,371,867,0,True
árboles,371,868,44,False
jefe,370,869,0,True
encontrado,369,870,0,True
propio,369,871,0,True
peligro,369,872,0,True
sos,369,873,0,True
acá,369,874,0,True
noticias,368,875,0,True
ama,368,876,0,True
encuentra,368,877,0,True
llamó,367,878,0,True
sabemos,366,879,0,True
leyendo,366,880,0,True
déjame,365,881,0,True
tampoco,365,882,0,True
centro,365,883,0,True
larga,365,884,0,True
inteligente,364,885,105,False
tenéis,364,886,0,True
ante,364,887,0,True
arte,363,888,0,True
usa,361,889,0,True
hicieron,361,890,0,True
haz,361,891,0,True
llena,360,892,0,True
visitar,360,893,0,True
estuve,360,894,0,True
común,360,895,0,True
llega,358,896,0,True
verde,358,897,106,False
suele,358,898,0,True
ocurrió,358,899,0,True
pocos,357,900,0,True
oro,356,901,0,True
dices,356,902,107,False
siguiente,356,903,0,True
pensando,355,904,0,True
comprado,355,905,0,True
libertad,355,906,0,True
tenés,354,907,0,True
humanos,354,908,0,True
peligroso,354,909,0,True
capital,354,910,108,False
veinte,353,911,0,True
deseo,353,912,0,True
duda,353,913,0,True
exactamente,353,914,0,True
dijiste,353,915,0,True
mejores,353,916,3,False
dirección,352,917,0,True
uso,351,918,0,True
fotos,351,919,0,True
vaso,351,920,0,True
sala,351,921,0,True
duele,350,922,0,True
animal,350,923,0,True
experiencia,349,924,109,False
iré,349,925,0,True
hermanos,348,926,10,False
empresa,348,927,0,True
esperanza,348,928,110,False
caminar,347,929,0,True
ideas,347,930,14,False
montón,346,931,0,True
tema,345,932,0,True
carro,345,933,0,True
enfermedad,345,934,56,False
totalmente,345,935,0,True
llevó,344,936,0,True
brasil,344,937,111,False
paraguas,344,938,112,False
piano,344,939,113,False
mía,344,940,0,True
traducir,343,941,0,True
dejes,342,942,0,True
chino,341,943,64,False
caro,340,944,0,True
próxima,340,945,0,True
deberes,340,946,114,False
deben,339,947,0,True
entró,338,948,0,True
vuelto,337,949,0,True
funciona,336,950,0,True
fuerza,336,951,115,False
prueba,336,952,0,True
sistema,335,953,116,False
azúcar,335,954,117,False
hablan,335,955,0,True
escribe,334,956,0,True
mensaje,334,957,118,False
fuimos,334,958,0,True
humano,334,959,0,True
silencio,333,960,0,True
delante,333,961,0,True
ordenador,332,962,119,False
junto,332,963,0,True
prisa,332,964,0,True
sois,332,965,0,True
alma,332,966,0,True
dormido,332,967,0,True
haría,332,968,0,True
rápidamente,331,969,0,True
abrir,331,970,0,True
estudiando,330,971,0,True
mente,330,972,0,True
caliente,330,973,0,True
digo,329,974,0,True
peso,329,975,120,False
público,329,976,121,False
taza,329,977,0,True
cartas,328,978,0,True
piso,328,979,0,True
habían,327,980,0,True
parecen,327,981,0,True
vendrá,327,982,0,True
pasada,327,983,0,True
grupo,327,984,122,False
decisión,326,985,0,True
gusto,325,986,0,True
llover,325,987,0,True
internet,325,988,123,False
manzanas,325,989,102,False
evitar,325,990,0,True
principio,325,991,0,True
vayas,325,992,0,True
precio,324,993,0,True
jóvenes,324,994,0,True
equivocado,323,995,0,True
contar,323,996,0,True
novio,323,997,0,True
diferente,322,998,0,True
sentado,322,999,0,True
diciendo,321,1000,0,True
guitarra,320,1001,124,False
millones,320,1002,0,True
camisa,320,1003,125,False
alemania,319,1004,70,False
pescado,319,1005,126,False
pone,319,1006,0,True
viendo,318,1007,0,True
atrás,318,1008,0,True
aquellos,317,1009,0,True
cien,316,1010,0,True
terminó,316,1011,0,True
vosotras,316,1012,0,True
estaré,315,1013,0,True
amable,315,1014,0,True
obra,314,1015,0,True
londres,313,1016,0,True
querés,313,1017,0,True
conoces,313,1018,0,True
mitad,312,1019,127,False
favorito,312,1020,0,True
comiendo,312,1021,0,True
estrellas,311,1022,128,False
fruta,311,1023,0,True
partes,310,1024,0,True
chocolate,310,1025,129,False
debajo,310,1026,0,True
mario,310,1027,130,False
probablemente,310,1028,0,True
derecha,309,1029,0,True
dime,308,1030,0,True
correr,308,1031,0,True
hablas,308,1032,0,True
leído,307,1033,0,True
paseo,307,1034,0,True
segundo,307,1035,0,True
vuelve,307,1036,0,True
bonita,307,1037,0,True
afuera,306,1038,0,True
deberían,306,1039,0,True
hará,305,1040,0,True
decidió,305,1041,0,True
menor,304,1042,0,True
gafas,304,1043,0,True
pies,304,1044,0,True
arroz,303,1045,131,False
nueve,303,1046,0,True
respecto,303,1047,0,True
perdí,303,1048,0,True
llegué,303,1049,0,True
responder,302,1050,0,True
ninguno,302,1051,0,True
aeropuerto,301,1052,132,False
naturaleza,301,1053,133,False
izquierda,301,1054,0,True
segunda,300,1055,134,False
toca,300,1056,0,True
irse,299,1057,0,True
estudio,299,1058,0,True
vuestra,298,1059,0,True
suficientemente,298,1060,0,True
través,298,1061,0,True
valor,298,1062,135,False
isla,298,1063,136,False
pájaro,297,1064,0,True
general,297,1065,137,False
lago,297,1066,0,True
pasando,297,1067,0,True
tonto,296,1068,0,True
miró,296,1069,0,True
conseguir,296,1070,0,True
felicidad,296,1071,0,True
bonito,295,1072,0,True
sopa,295,1073,138,False
quedan,294,1074,0,True
silla,294,1075,139,False
mirando,294,1076,0,True
piedra,293,1077,140,False
resultado,293,1078,0,True
cuchillo,292,1079,141,False
éste,292,1080,0,True
periódico,292,1081,0,True
bebe,292,1082,0,True
partir,292,1083,0,True
radio,292,1084,142,False
verdadero,292,1085,0,True
ciencia,291,1086,0,True
felices,291,1087,0,True
acabó,290,1088,0,True
daño,290,1089,0,True
maestro,290,1090,0,True
planeta,289,1091,143,False
nuevos,289,1092,0,True
ojo,289,1093,0,True
resolver,288,1094,0,True
viste,288,1095,0,True
inmediatamente,288,1096,0,True
hola,288,1097,0,True
vuestro,287,1098,0,True
intentó,287,1099,0,True
pared,287,1100,144,False
mismos,286,1101,0,True
conocido,286,1102,0,True
política,286,1103,145,False
mundial,284,1104,0,True
sueños,284,1105,146,False
suena,284,1106,0,True
chicos,284,1107,0,True
cual,284,1108,0,True
bailar,283,1109,0,True
helado,282,1110,147,False
américa,282,1111,148,False
pájaros,281,1112,0,True
últimamente,281,1113,0,True
pudiera,280,1114,0,True
abogado,280,1115,149,False
buscar,280,1116,0,True
concierto,279,1117,150,False
yahvé,279,1118,0,True
irme,279,1119,0,True
primavera,279,1120,0,True
corriendo,279,1121,0,True
llaves,278,1122,73,False
llueve,278,1123,0,True
clima,278,1124,151,False
vieja,278,1125,0,True
noches,278,1126,0,True
olvidado,277,1127,0,True
correcto,277,1128,0,True
olvides,277,1129,0,True
decirle,277,1130,0,True
reglas,277,1131,0,True
encuentro,277,1132,0,True
desayuno,277,1133,152,False
diga,277,1134,0,True
ejemplo,276,1135,0,True
estábamos,275,1136,0,True
abierta,275,1137,0,True
divertido,275,1138,0,True
quiera,275,1139,0,True
paciente,275,1140,0,True
hojas,275,1141,153,False
almuerzo,274,1142,152,False
dulce,274,1143,0,True
siente,274,1144,0,True
repente,274,1145,0,True
creía,273,1146,0,True
agradable,273,1147,0,True
quedar,273,1148,0,True
embargo,273,1149,154,False
memoria,272,1150,0,True
matemáticas,272,1151,155,False
intentando,272,1152,0,True
casado,272,1153,34,False
resulta,271,1154,0,True
seguridad,271,1155,0,True
